# Table of Angular offsets between Transit Crossings
# of the Galactic Plane
# Glen Langston -- NSF -- glangsto@nsf.gov
#  Dec     RA1     RA2   Delta RA  Lon1    Lon2
#  (d)     (d)     (d)     (d)      (d)     (d) 
   1.89  101.89  283.78  181.89   210.8    35.0 
   2.07  101.73  283.95  182.22   210.5    35.3 
   2.25  101.73  283.95  182.22   210.5    35.3 
   2.43  101.56  284.11  182.55   210.1    35.7 
   2.61  101.56  284.28  182.71   210.1    36.0 
   2.79  101.40  284.28  182.88   209.7    36.0 
   2.97  101.40  284.44  183.04   209.7    36.4 
   3.15  101.23  284.44  183.21   209.4    36.4 
   3.33  101.07  284.61  183.54   209.0    36.8 
   3.51  101.07  284.61  183.54   209.0    36.8 
   3.69  100.90  284.77  183.87   208.6    37.1 
   3.87  100.90  284.77  183.87   208.6    37.1 
   4.05  100.74  284.94  184.20   208.3    37.5 
   4.23  100.74  285.10  184.36   208.3    37.8 
   4.41  100.57  285.10  184.53   207.9    37.8 
   4.59  100.57  285.27  184.69   207.9    38.2 
   4.77  100.41  285.27  184.86   207.6    38.2 
   4.95  100.24  285.43  185.19   207.2    38.6 
   5.14  100.24  285.43  185.19   207.2    38.6 
   5.32  100.08  285.60  185.52   206.8    38.9 
   5.50  100.08  285.76  185.69   206.8    39.3 
   5.68   99.91  285.76  185.85   206.5    39.3 
   5.86   99.91  285.93  186.02   206.5    39.6 
   6.04   99.74  285.93  186.18   206.1    39.6 
   6.22   99.58  286.10  186.52   205.8    40.0 
   6.40   99.58  286.10  186.52   205.8    40.0 
   6.58   99.41  286.26  186.85   205.4    40.4 
   6.76   99.41  286.26  186.85   205.4    40.4 
   6.94   99.25  286.43  187.18   205.0    40.7 
   7.12   99.25  286.60  187.35   205.0    41.1 
   7.30   99.08  286.60  187.52   204.7    41.1 
   7.48   99.08  286.76  187.68   204.7    41.4 
   7.66   98.91  286.76  187.85   204.3    41.4 
   7.84   98.74  286.93  188.19   204.0    41.8 
   8.02   98.74  286.93  188.19   204.0    41.8 
   8.20   98.58  287.10  188.52   203.6    42.2 
   8.38   98.58  287.27  188.69   203.6    42.5 
   8.56   98.41  287.27  188.86   203.2    42.5 
   8.74   98.41  287.43  189.03   203.2    42.9 
   8.92   98.24  287.43  189.19   202.9    42.9 
   9.10   98.07  287.60  189.53   202.5    43.2 
   9.28   98.07  287.60  189.53   202.5    43.2 
   9.46   97.90  287.77  189.87   202.2    43.6 
   9.64   97.90  287.77  189.87   202.2    43.6 
   9.82   97.73  287.94  190.21   201.8    44.0 
  10.00   97.73  288.11  190.38   201.8    44.3 
  10.18   97.56  288.11  190.55   201.4    44.3 
  10.36   97.56  288.28  190.72   201.4    44.7 
  10.54   97.39  288.28  190.88   201.1    44.7 
  10.72   97.22  288.45  191.23   200.7    45.0 
  10.90   97.22  288.45  191.23   200.7    45.0 
  11.08   97.05  288.62  191.57   200.4    45.4 
  11.26   97.05  288.79  191.74   200.4    45.8 
  11.44   96.88  288.79  191.91   200.0    45.8 
  11.62   96.88  288.96  192.08   200.0    46.1 
  11.80   96.71  288.96  192.25   199.6    46.1 
  11.98   96.54  289.13  192.59   199.3    46.5 
  12.16   96.54  289.13  192.59   199.3    46.5 
  12.34   96.37  289.30  192.94   198.9    46.8 
  12.52   96.37  289.48  193.11   198.9    47.2 
  12.70   96.19  289.48  193.28   198.6    47.2 
  12.88   96.19  289.65  193.46   198.6    47.6 
  13.06   96.02  289.65  193.63   198.2    47.6 
  13.24   95.85  289.82  193.98   197.8    47.9 
  13.42   95.85  289.82  193.98   197.8    47.9 
  13.60   95.67  290.00  194.32   197.5    48.3 
  13.78   95.67  290.00  194.32   197.5    48.3 
  13.96   95.50  290.17  194.67   197.1    48.6 
  14.14   95.50  290.35  194.85   197.1    49.0 
  14.32   95.33  290.35  195.02   196.8    49.0 
  14.50   95.33  290.52  195.20   196.8    49.4 
  14.68   95.15  290.52  195.37   196.4    49.4 
  14.86   94.97  290.70  195.72   196.0    49.7 
  15.05   94.97  290.70  195.72   196.0    49.7 
  15.23   94.80  290.87  196.08   195.7    50.1 
  15.41   94.80  291.05  196.25   195.7    50.5 
  15.59   94.62  291.05  196.43   195.3    50.5 
  15.77   94.62  291.23  196.61   195.3    50.8 
  15.95   94.44  291.23  196.78   195.0    50.8 
  16.13   94.27  291.41  197.14   194.6    51.2 
  16.31   94.27  291.41  197.14   194.6    51.2 
  16.49   94.09  291.58  197.50   194.2    51.5 
  16.67   94.09  291.76  197.68   194.2    51.9 
  16.85   93.91  291.76  197.86   193.9    51.9 
  17.03   93.91  291.94  198.03   193.9    52.3 
  17.21   93.73  291.94  198.21   193.5    52.3 
  17.39   93.55  292.12  198.58   193.2    52.6 
  17.57   93.55  292.12  198.58   193.2    52.6 
  17.75   93.37  292.30  198.94   192.8    53.0 
  17.93   93.37  292.48  199.12   192.8    53.3 
  18.11   93.18  292.48  199.30   192.4    53.3 
  18.29   93.18  292.67  199.48   192.4    53.7 
  18.47   93.00  292.67  199.66   192.1    53.7 
  18.65   92.82  292.85  200.03   191.7    54.1 
  18.83   92.82  292.85  200.03   191.7    54.1 
  19.01   92.64  293.03  200.40   191.4    54.4 
  19.19   92.64  293.22  200.58   191.4    54.8 
  19.37   92.45  293.22  200.77   191.0    54.8 
  19.55   92.45  293.40  200.95   191.0    55.1 
  19.73   92.27  293.40  201.14   190.6    55.1 
  19.91   92.08  293.59  201.51   190.3    55.5 
  20.09   92.08  293.59  201.51   190.3    55.5 
  20.27   91.89  293.77  201.88   189.9    55.9 
  20.45   91.89  293.96  202.07   189.9    56.2 
  20.63   91.71  293.96  202.26   189.5    56.2 
  20.81   91.71  294.15  202.44   189.5    56.6 
  20.99   91.52  294.15  202.63   189.2    56.6 
  21.17   91.33  294.34  203.01   188.8    56.9 
  21.35   91.33  294.34  203.01   188.8    56.9 
  21.53   91.14  294.53  203.39   188.5    57.3 
  21.71   91.14  294.72  203.58   188.5    57.7 
  21.89   90.95  294.72  203.77   188.1    57.7 
  22.07   90.95  294.91  203.96   188.1    58.0 
  22.25   90.76  294.91  204.15   187.7    58.0 
  22.43   90.57  295.10  204.54   187.4    58.4 
  22.61   90.57  295.10  204.54   187.4    58.4 
  22.79   90.37  295.29  204.92   187.0    58.7 
  22.97   90.37  295.49  205.12   187.0    59.1 
  23.15   90.18  295.49  205.31   186.7    59.1 
  23.33   90.18  295.68  205.50   186.7    59.5 
  23.51   89.98  295.68  205.70   186.3    59.5 
  23.69   89.79  295.88  206.09   185.9    59.8 
  23.87   89.79  295.88  206.09   185.9    59.8 
  24.05   89.59  296.07  206.48   185.6    60.2 
  24.23   89.59  296.27  206.68   185.6    60.5 
  24.41   89.39  296.27  206.88   185.2    60.5 
  24.59   89.39  296.47  207.08   185.2    60.9 
  24.77   89.19  296.47  207.28   184.9    60.9 
  24.95   88.99  296.67  207.68   184.5    61.3 
  25.14   88.99  296.67  207.68   184.5    61.3 
  25.32   88.79  296.87  208.08   184.1    61.6 
  25.50   88.79  297.07  208.28   184.1    62.0 
  25.68   88.59  297.07  208.48   183.8    62.0 
  25.86   88.39  297.27  208.89   183.4    62.3 
  26.04   88.39  297.27  208.89   183.4    62.3 
  26.22   88.18  297.48  209.29   183.1    62.7 
  26.40   88.18  297.68  209.50   183.1    63.1 
  26.58   87.98  297.68  209.70   182.7    63.1 
  26.76   87.98  297.89  209.91   182.7    63.4 
  26.94   87.77  297.89  210.12   182.3    63.4 
  27.12   87.57  298.10  210.53   182.0    63.8 
  27.30   87.57  298.10  210.53   182.0    63.8 
  27.48   87.36  298.30  210.95   181.6    64.1 
  27.66   87.36  298.51  211.16   181.6    64.5 
  27.84   87.15  298.51  211.37   181.3    64.5 
  28.02   86.94  298.72  211.79   180.9    64.9 
  28.20   86.94  298.72  211.79   180.9    64.9 
  28.38   86.73  298.94  212.21   180.5    65.2 
  28.56   86.73  299.15  212.42   180.5    65.6 
  28.74   86.51  299.15  212.64   180.2    65.6 
  28.92   86.51  299.36  212.85   180.2    65.9 
  29.10   86.30  299.36  213.07   179.8    65.9 
  29.28   86.08  299.58  213.50   179.5    66.3 
  29.46   86.08  299.58  213.50   179.5    66.3 
  29.64   85.86  299.80  213.93   179.1    66.7 
  29.82   85.86  300.01  214.15   179.1    67.0 
  30.00   85.65  300.01  214.37   178.7    67.0 
  30.18   85.43  300.23  214.81   178.4    67.4 
  30.36   85.43  300.23  214.81   178.4    67.4 
  30.54   85.21  300.45  215.25   178.0    67.7 
  30.72   85.21  300.68  215.47   178.0    68.1 
  30.90   84.98  300.68  215.69   177.7    68.1 
  31.08   84.76  300.90  216.14   177.3    68.5 
  31.26   84.76  300.90  216.14   177.3    68.5 
  31.44   84.53  301.12  216.59   176.9    68.8 
  31.62   84.53  301.35  216.82   176.9    69.2 
  31.80   84.31  301.35  217.04   176.6    69.2 
  31.98   84.31  301.58  217.27   176.6    69.5 
  32.16   84.08  301.58  217.50   176.2    69.5 
  32.34   83.85  301.81  217.96   175.9    69.9 
  32.52   83.85  302.04  218.19   175.9    70.3 
  32.70   83.62  302.04  218.42   175.5    70.3 
  32.88   83.62  302.27  218.66   175.5    70.6 
  33.06   83.38  302.27  218.89   175.1    70.6 
  33.24   83.15  302.51  219.36   174.8    71.0 
  33.42   83.15  302.51  219.36   174.8    71.0 
  33.60   82.91  302.74  219.83   174.4    71.4 
  33.78   82.91  302.98  220.07   174.4    71.7 
  33.96   82.67  302.98  220.31   174.1    71.7 
  34.14   82.43  303.22  220.79   173.7    72.1 
  34.32   82.43  303.22  220.79   173.7    72.1 
  34.50   82.19  303.46  221.27   173.3    72.4 
  34.68   82.19  303.70  221.51   173.3    72.8 
  34.86   81.95  303.70  221.75   173.0    72.8 
  35.05   81.70  303.95  222.24   172.6    73.2 
  35.23   81.70  303.95  222.24   172.6    73.2 
  35.41   81.46  304.19  222.74   172.3    73.5 
  35.59   81.46  304.44  222.98   172.3    73.9 
  35.77   81.21  304.44  223.23   171.9    73.9 
  35.95   80.96  304.69  223.73   171.5    74.2 
  36.13   80.96  304.94  223.98   171.5    74.6 
  36.31   80.71  304.94  224.24   171.2    74.6 
  36.49   80.71  305.20  224.49   171.2    75.0 
  36.67   80.45  305.20  224.75   170.8    75.0 
  36.85   80.20  305.45  225.26   170.5    75.3 
  37.03   80.20  305.71  225.51   170.5    75.7 
  37.21   79.94  305.71  225.77   170.1    75.7 
  37.39   79.94  305.97  226.03   170.1    76.0 
  37.57   79.68  305.97  226.29   169.7    76.0 
  37.75   79.42  306.23  226.82   169.4    76.4 
  37.93   79.42  306.50  227.08   169.4    76.8 
  38.11   79.15  306.50  227.35   169.0    76.8 
  38.29   78.88  306.76  227.88   168.6    77.1 
  38.47   78.88  306.76  227.88   168.6    77.1 
  38.65   78.62  307.03  228.42   168.3    77.5 
  38.83   78.62  307.30  228.69   168.3    77.8 
  39.01   78.34  307.30  228.96   167.9    77.8 
  39.19   78.07  307.57  229.50   167.6    78.2 
  39.37   78.07  307.85  229.78   167.6    78.6 
  39.55   77.80  307.85  230.05   167.2    78.6 
  39.73   77.80  308.13  230.33   167.2    78.9 
  39.91   77.52  308.13  230.61   166.8    78.9 
  40.09   77.24  308.40  231.17   166.5    79.3 
  40.27   77.24  308.69  231.45   166.5    79.6 
  40.45   76.95  308.69  231.73   166.1    79.6 
  40.63   76.67  308.97  232.30   165.8    80.0 
  40.81   76.67  309.26  232.59   165.8    80.4 
  40.99   76.38  309.26  232.88   165.4    80.4 
  41.17   76.38  309.55  233.16   165.4    80.7 
  41.35   76.09  309.55  233.45   165.0    80.7 
  41.53   75.80  309.84  234.04   164.7    81.1 
  41.71   75.80  310.13  234.33   164.7    81.4 
  41.89   75.50  310.13  234.63   164.3    81.4 
  42.07   75.21  310.43  235.22   164.0    81.8 
  42.25   75.21  310.73  235.52   164.0    82.2 
  42.43   74.91  310.73  235.82   163.6    82.2 
  42.61   74.60  311.03  236.43   163.2    82.5 
  42.79   74.60  311.03  236.43   163.2    82.5 
  42.97   74.30  311.34  237.04   162.9    82.9 
  43.15   74.30  311.65  237.35   162.9    83.2 
  43.33   73.99  311.65  237.66   162.5    83.2 
  43.51   73.68  311.96  238.28   162.2    83.6 
  43.69   73.68  312.27  238.59   162.2    84.0 
  43.87   73.36  312.27  238.91   161.8    84.0 
  44.05   73.04  312.59  239.54   161.4    84.3 
  44.23   73.04  312.91  239.86   161.4    84.7 
  44.41   72.72  312.91  240.18   161.1    84.7 
  44.59   72.40  313.23  240.83   160.7    85.0 
  44.77   72.40  313.56  241.16   160.7    85.4 
  44.95   72.07  313.56  241.48   160.4    85.4 
  45.14   71.74  313.89  242.14   160.0    85.8 
  45.32   71.74  314.22  242.47   160.0    86.1 
  45.50   71.41  314.22  242.81   159.6    86.1 
  45.68   71.07  314.55  243.48   159.3    86.5 
  45.86   71.07  314.89  243.82   159.3    86.8 
  46.04   70.73  314.89  244.16   158.9    86.8 
  46.22   70.39  315.23  244.84   158.6    87.2 
  46.40   70.39  315.23  244.84   158.6    87.2 
  46.58   70.05  315.58  245.53   158.2    87.6 
  46.76   69.70  315.93  246.23   157.8    87.9 
  46.94   69.70  316.28  246.59   157.8    88.3 
  47.12   69.34  316.28  246.94   157.5    88.3 
  47.30   68.98  316.64  247.65   157.1    88.6 
  47.48   68.98  317.00  248.01   157.1    89.0 
  47.66   68.62  317.00  248.37   156.8    89.0 
  47.84   68.26  317.36  249.10   156.4    89.4 
  48.02   68.26  317.73  249.47   156.4    89.7 
  48.20   67.89  317.73  249.83   156.0    89.7 
  48.38   67.52  318.10  250.58   155.7    90.1 
  48.56   67.52  318.47  250.95   155.7    90.5 
  48.74   67.14  318.47  251.33   155.3    90.5 
  48.92   66.76  318.85  252.09   155.0    90.8 
  49.10   66.76  319.23  252.47   155.0    91.2 
  49.28   66.38  319.23  252.85   154.6    91.2 
  49.46   65.99  319.62  253.63   154.2    91.5 
  49.64   65.60  320.01  254.41   153.9    91.9 
  49.82   65.60  320.40  254.80   153.9    92.3 
  50.00   65.21  320.40  255.20   153.5    92.3 
  50.18   64.81  320.80  256.00   153.2    92.6 
  50.36   64.81  321.21  256.40   153.2    93.0 
  50.54   64.40  321.21  256.81   152.8    93.0 
  50.72   63.99  321.61  257.62   152.4    93.3 
  50.90   63.58  322.03  258.45   152.1    93.7 
  51.08   63.58  322.44  258.86   152.1    94.1 
  51.26   63.16  322.44  259.28   151.7    94.1 
  51.44   62.74  322.86  260.12   151.4    94.4 
  51.62   62.74  323.29  260.55   151.4    94.8 
  51.80   62.31  323.29  260.97   151.0    94.8 
  51.98   61.88  323.72  261.84   150.6    95.1 
  52.16   61.45  324.15  262.71   150.3    95.5 
  52.34   61.45  324.59  263.15   150.3    95.9 
  52.52   61.01  324.59  263.59   149.9    95.9 
  52.70   60.56  325.04  264.48   149.5    96.2 
  52.88   60.11  325.49  265.37   149.2    96.6 
  53.06   60.11  325.94  265.83   149.2    96.9 
  53.24   59.66  326.40  266.74   148.8    97.3 
  53.42   59.20  326.40  267.20   148.5    97.3 
  53.60   58.73  326.86  268.13   148.1    97.7 
  53.78   58.26  327.33  269.07   147.7    98.0 
  53.96   58.26  327.80  269.55   147.7    98.4 
  54.14   57.78  327.80  270.02   147.4    98.4 
  54.32   57.30  328.28  270.98   147.0    98.7 
  54.50   56.82  328.77  271.95   146.7    99.1 
  54.68   56.33  329.26  272.93   146.3    99.5 
  54.86   56.33  329.75  273.43   146.3    99.8 
  55.05   55.83  329.75  273.92   145.9    99.8 
  55.23   55.33  330.25  274.93   145.6   100.2 
  55.41   54.82  330.76  275.94   145.2   100.5 
  55.59   54.31  331.27  276.97   144.9   100.9 
  55.77   53.79  331.79  278.00   144.5   101.3 
  55.95   53.79  332.31  278.53   144.5   101.6 
  56.13   53.26  332.84  279.58   144.1   102.0 
  56.31   52.73  332.84  280.11   143.8   102.0 
  56.49   52.20  333.38  281.18   143.4   102.3 
  56.67   51.66  333.92  282.26   143.1   102.7 
  56.85   51.11  334.46  283.35   142.7   103.1 
  57.03   50.55  335.01  284.46   142.3   103.4 
  57.21   50.00  335.57  285.58   142.0   103.8 
  57.39   49.43  336.13  286.70   141.6   104.1 
  57.57   48.86  336.70  287.84   141.3   104.5 
  57.75   48.86  337.28  288.42   141.3   104.9 
  57.93   48.28  337.86  289.58   140.9   105.2 
  58.11   47.70  338.45  290.75   140.5   105.6 
  58.29   47.11  339.04  291.93   140.2   105.9 
  58.47   46.52  339.64  293.13   139.8   106.3 
  58.65   45.91  340.25  294.33   139.5   106.7 
  58.83   44.69  340.86  296.16   138.7   107.0 
  59.01   44.07  341.48  297.40   138.4   107.4 
  59.19   43.45  342.10  298.65   138.0   107.7 
  59.37   42.82  342.73  299.91   137.7   108.1 
  59.55   42.18  343.36  301.18   137.3   108.5 
  59.73   41.54  344.01  302.47   136.9   108.8 
  59.91   40.89  345.31  304.42   136.6   109.5 
  60.09   39.57  345.97  306.39   135.9   109.9 
  60.27   38.91  346.63  307.72   135.5   110.3 
  60.45   38.23  347.30  309.07   135.1   110.6 
  60.63   37.56  348.66  311.10   134.8   111.4 
  60.81   36.18  349.35  313.17   134.1   111.7 
  60.99   35.49  350.04  314.55   133.7   112.1 
  61.17   34.08  351.44  317.36   133.0   112.8 
  61.35   33.37  352.87  319.50   132.6   113.5 
  61.53   31.93  353.59  321.65   131.9   113.9 
  61.71   30.48  355.04  324.57   131.2   114.6 
  61.89   29.00  356.51  327.51   130.5   115.3 
  62.07   27.51  358.00  330.49   129.7   116.0 
  62.25   26.00  359.51  333.51   129.0   116.8 
  62.43   23.71    1.80  -21.91   127.9   117.8 
  62.61   21.39    4.11  -17.28   126.8   118.9 
  62.79   17.49    8.02   -9.47   125.0   120.7 
  62.97   13.54   12.75   -0.79   123.2   122.9 
  63.15   13.54   12.75   -0.79   123.2   122.9 
  63.33   13.54   12.75   -0.79   123.2   122.9 
  63.51   13.54   12.75   -0.79   123.2   122.9 
  63.69   13.54   12.75   -0.79   123.2   122.9 
  63.87   13.54   12.75   -0.79   123.2   122.9 
  64.05   13.54   12.75   -0.79   123.2   122.9 
  64.23   13.54   12.75   -0.79   123.2   122.9 
  64.41   13.54   12.75   -0.79   123.2   122.9 
  64.59   13.54   12.75   -0.79   123.2   122.9 
  64.77   13.54   12.75   -0.79   123.2   122.9 
  64.95   13.54   12.75   -0.79   123.2   122.9 
  65.14   13.54   12.75   -0.79   123.2   122.9 
  65.32   13.54   12.75   -0.79   123.2   122.9 
  65.50   13.54   12.75   -0.79   123.2   122.9 
  65.68   13.54   12.75   -0.79   123.2   122.9 
  65.86   13.54   12.75   -0.79   123.2   122.9 
  66.04   13.54   12.75   -0.79   123.2   122.9 
  66.22   13.54   12.75   -0.79   123.2   122.9 
  66.40   13.54   12.75   -0.79   123.2   122.9 
  66.58   13.54   12.75   -0.79   123.2   122.9 
  66.76   13.54   12.75   -0.79   123.2   122.9 
  66.94   13.54   12.75   -0.79   123.2   122.9 
  67.12   13.54   12.75   -0.79   123.2   122.9 
  67.30   13.54   12.75   -0.79   123.2   122.9 
  67.48   13.54   12.75   -0.79   123.2   122.9 
  67.66   13.54   12.75   -0.79   123.2   122.9 
  67.84   13.54   12.75   -0.79   123.2   122.9 
  68.02   13.54   12.75   -0.79   123.2   122.9 
  68.20   13.54   12.75   -0.79   123.2   122.9 
  68.38   13.54   12.75   -0.79   123.2   122.9 
  68.56   13.54   12.75   -0.79   123.2   122.9 
  68.74   13.54   12.75   -0.79   123.2   122.9 
  68.92   13.54   12.75   -0.79   123.2   122.9 
  69.10   13.54   12.75   -0.79   123.2   122.9 
  69.28   13.54   12.75   -0.79   123.2   122.9 
  69.46   13.54   12.75   -0.79   123.2   122.9 
  69.64   13.54   12.75   -0.79   123.2   122.9 
  69.82   13.54   12.75   -0.79   123.2   122.9 
  70.00   13.54   12.75   -0.79   123.2   122.9 
  70.18   13.54   12.75   -0.79   123.2   122.9 
  70.36   13.54   12.75   -0.79   123.2   122.9 
  70.54   13.54   12.75   -0.79   123.2   122.9 
  70.72   13.54   12.75   -0.79   123.2   122.9 
  70.90   13.54   12.75   -0.79   123.2   122.9 
  71.08   13.54   12.75   -0.79   123.2   122.9 
  71.26   13.54   12.75   -0.79   123.2   122.9 
  71.44   13.54   12.75   -0.79   123.2   122.9 
  71.62   13.54   12.75   -0.79   123.2   122.9 
  71.80   13.54   12.75   -0.79   123.2   122.9 
  71.98   13.54   12.75   -0.79   123.2   122.9 
  72.16   13.54   12.75   -0.79   123.2   122.9 
  72.34   13.54   12.75   -0.79   123.2   122.9 
  72.52   13.54   12.75   -0.79   123.2   122.9 
  72.70   13.54   12.75   -0.79   123.2   122.9 
  72.88   13.54   12.75   -0.79   123.2   122.9 
  73.06   13.54   12.75   -0.79   123.2   122.9 
  73.24   13.54   12.75   -0.79   123.2   122.9 
  73.42   13.54   12.75   -0.79   123.2   122.9 
  73.60   13.54   12.75   -0.79   123.2   122.9 
  73.78   13.54   12.75   -0.79   123.2   122.9 
  73.96   13.54   12.75   -0.79   123.2   122.9 
  74.14   13.54   12.75   -0.79   123.2   122.9 
  74.32   13.54   12.75   -0.79   123.2   122.9 
  74.50   13.54   12.75   -0.79   123.2   122.9 
  74.68   13.54   12.75   -0.79   123.2   122.9 
  74.86   13.54   12.75   -0.79   123.2   122.9 
  75.05   13.54   12.75   -0.79   123.2   122.9 
  75.23   13.54   12.75   -0.79   123.2   122.9 
  75.41   13.54   12.75   -0.79   123.2   122.9 
  75.59   13.54   12.75   -0.79   123.2   122.9 
  75.77   13.54   12.75   -0.79   123.2   122.9 
  75.95   13.54   12.75   -0.79   123.2   122.9 
  76.13   13.54   12.75   -0.79   123.2   122.9 
  76.31   13.54   12.75   -0.79   123.2   122.9 
  76.49   13.54   12.75   -0.79   123.2   122.9 
  76.67   13.54   12.75   -0.79   123.2   122.9 
  76.85   13.54   12.75   -0.79   123.2   122.9 
  77.03   13.54   12.75   -0.79   123.2   122.9 
  77.21   13.54   12.75   -0.79   123.2   122.9 
  77.39   13.54   12.75   -0.79   123.2   122.9 
  77.57   13.54   12.75   -0.79   123.2   122.9 
  77.75   13.54   12.75   -0.79   123.2   122.9 
  77.93   13.54   12.75   -0.79   123.2   122.9 
  78.11   13.54   12.75   -0.79   123.2   122.9 
  78.29   13.54   12.75   -0.79   123.2   122.9 
  78.47   13.54   12.75   -0.79   123.2   122.9 
  78.65   13.54   12.75   -0.79   123.2   122.9 
  78.83   13.54   12.75   -0.79   123.2   122.9 
  79.01   13.54   12.75   -0.79   123.2   122.9 
  79.19   13.54   12.75   -0.79   123.2   122.9 
  79.37   13.54   12.75   -0.79   123.2   122.9 
  79.55   13.54   12.75   -0.79   123.2   122.9 
  79.73   13.54   12.75   -0.79   123.2   122.9 
  79.91   13.54   12.75   -0.79   123.2   122.9 
  80.09   13.54   12.75   -0.79   123.2   122.9 
  80.27   13.54   12.75   -0.79   123.2   122.9 
  80.45   13.54   12.75   -0.79   123.2   122.9 
  80.63   13.54   12.75   -0.79   123.2   122.9 
  80.81   13.54   12.75   -0.79   123.2   122.9 
  80.99   13.54   12.75   -0.79   123.2   122.9 
  81.17   13.54   12.75   -0.79   123.2   122.9 
  81.35   13.54   12.75   -0.79   123.2   122.9 
  81.53   13.54   12.75   -0.79   123.2   122.9 
  81.71   13.54   12.75   -0.79   123.2   122.9 
  81.89   13.54   12.75   -0.79   123.2   122.9 
  82.07   13.54   12.75   -0.79   123.2   122.9 
  82.25   13.54   12.75   -0.79   123.2   122.9 
  82.43   13.54   12.75   -0.79   123.2   122.9 
  82.61   13.54   12.75   -0.79   123.2   122.9 
  82.79   13.54   12.75   -0.79   123.2   122.9 
  82.97   13.54   12.75   -0.79   123.2   122.9 
  83.15   13.54   12.75   -0.79   123.2   122.9 
  83.33   13.54   12.75   -0.79   123.2   122.9 
  83.51   13.54   12.75   -0.79   123.2   122.9 
  83.69   13.54   12.75   -0.79   123.2   122.9 
  83.87   13.54   12.75   -0.79   123.2   122.9 
  84.05   13.54   12.75   -0.79   123.2   122.9 
  84.23   13.54   12.75   -0.79   123.2   122.9 
  84.41   13.54   12.75   -0.79   123.2   122.9 
  84.59   13.54   12.75   -0.79   123.2   122.9 
  84.77   13.54   12.75   -0.79   123.2   122.9 
  84.95   13.54   12.75   -0.79   123.2   122.9 
  85.14   13.54   12.75   -0.79   123.2   122.9 
  85.32   13.54   12.75   -0.79   123.2   122.9 
  85.50   13.54   12.75   -0.79   123.2   122.9 
  85.68   13.54   12.75   -0.79   123.2   122.9 
  85.86   13.54   12.75   -0.79   123.2   122.9 
  86.04   13.54   12.75   -0.79   123.2   122.9 
  86.22   13.54   12.75   -0.79   123.2   122.9 
  86.40   13.54   12.75   -0.79   123.2   122.9 
  86.58   13.54   12.75   -0.79   123.2   122.9 
  86.76   13.54   12.75   -0.79   123.2   122.9 
  86.94   13.54   12.75   -0.79   123.2   122.9 
  87.12   13.54   12.75   -0.79   123.2   122.9 
  87.30   13.54   12.75   -0.79   123.2   122.9 
  87.48   13.54   12.75   -0.79   123.2   122.9 
  87.66   13.54   12.75   -0.79   123.2   122.9 
  87.84   13.54   12.75   -0.79   123.2   122.9 
  88.02   13.54   12.75   -0.79   123.2   122.9 
  88.20   13.54   12.75   -0.79   123.2   122.9 
  88.38   13.54   12.75   -0.79   123.2   122.9 
  88.56   13.54   12.75   -0.79   123.2   122.9 
  88.74   13.54   12.75   -0.79   123.2   122.9 
  88.92   13.54   12.75   -0.79   123.2   122.9 
  89.10   13.54   12.75   -0.79   123.2   122.9 
  89.28   13.54   12.75   -0.79   123.2   122.9 
  89.46   13.54   12.75   -0.79   123.2   122.9 
  89.64   13.54   12.75   -0.79   123.2   122.9 
  89.82   13.54   12.75   -0.79   123.2   122.9 
  90.00   13.54   12.75   -0.79   123.2   122.9 
